name,entry_name,source_url,graph_src,axes_json,sweetness,sourness,freshness,body,balance,season
소백산생막걸리,소백산 생 막걸리,https://terms.naver.com/entry.naver?docId=3551543&cid=58637&categoryId=58653,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113200941289_3U7DV36OV.jpg/fe87_059_i7.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",2,3,2,2,,가을
한산소곡주 생주,한산소곡주(생주),https://terms.naver.com/entry.naver?docId=3595239&cid=58637&categoryId=58654,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522135031764_JEITA3MPG.jpg/fe87_134_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 4}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",4,1,1,3,,가을
모월 청,모월 청,https://terms.naver.com/entry.naver?docId=6040786&cid=58637&categoryId=58652,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824194214387_EEIECNHRC.png/fe87_492_i10.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 1}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",1,3,2,3,,가을
설성 만월 막걸리,설성 만월 막걸리,https://terms.naver.com/entry.naver?docId=3551541&cid=58637&categoryId=58656,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113200826940_996QYR97O.jpg/fe87_057_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",2,3,2,3,,가을
고도리 복숭아와인,고도리 복숭아와인,https://terms.naver.com/entry.naver?docId=5681142&cid=58637&categoryId=58657,https://dbscthumb-phinf.pstatic.net/4776_000_3/20230323160328922_261L1S2CL.jpg/fe87_258_i9.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 4}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 3}]",3,4,3,3,3,봄
The 찾을수록,The 찾을수록 시리즈,https://terms.naver.com/entry.naver?docId=5681200&cid=58637&categoryId=58657,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181012205011300_FXOIROHZP.png/fe87_241_i10.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 4}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",4,2,3,2,,봄
한산소곡주,원조 한산소곡주,https://terms.naver.com/entry.naver?docId=5804432&cid=58637&categoryId=58654,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726140941262_J5V5Z6S8C.png/fe87_331_i10.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 4}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",3,1,4,2,,여름
이도22,이도22,https://terms.naver.com/entry.naver?docId=6743428&cid=58637&categoryId=58653,https://dbscthumb-phinf.pstatic.net/4776_000_3/20241212113537092_KKSS0OD6S.jpg/fe87_697_i4.jpg?type=w492_fst&wm=N,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 1}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 3}]",1,1,1,2,3,가을
컨츄리 산머루 드라이,컨츄리 산머루 와인 (드라이),https://terms.naver.com/entry.naver?docId=3551517&cid=58637&categoryId=58653,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113195640945_N127BICWB.jpg/fe87_033_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 1}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}, {""label_ko"": ""목넘김"", ""label_en"": ""other"", ""value"": 2}]",1,3,,3,,가을
볼빨간막걸리 10,볼빨간막걸리 10,https://terms.naver.com/entry.naver?docId=6040758&cid=58637&categoryId=58645,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824201741913_3LP5XQHN8.png/fe87_506_i10.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 1}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 5}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 4}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 4}]",1,5,4,4,,가을
술아 매화주,술아 매화주,https://terms.naver.com/entry.naver?docId=5681207&cid=58637&categoryId=58651,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013070312845_77PJPEO53.png/fe87_321_i8.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 5}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 4}]",5,3,2,4,,겨울
매아랑,매아랑,https://terms.naver.com/entry.naver?docId=5687160&cid=58637&categoryId=58658,,,,,,,,미정
탁 100내추럴,탁100내추럴,https://terms.naver.com/entry.naver?docId=6743414&cid=58637&categoryId=58654,https://dbscthumb-phinf.pstatic.net/4776_000_3/20241211122729732_M0I89HPDH.jpg/fe87_662_i4.jpg?type=w492_fst&wm=N,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 4}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 2}]",4,3,2,3,2,가을
메로니아,메로니아,https://terms.naver.com/entry.naver?docId=3551494&cid=58637&categoryId=58651,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170112175146029_1XH81ZBK8.jpg/fe87_010_i7.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 4}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 5}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",4,1,5,2,,여름
선운산의 아침 복분자 막걸리,선운산의 아침 복분자막걸리,https://terms.naver.com/entry.naver?docId=3595227&cid=58637&categoryId=58655,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522123845051_DT0VI196X.jpg/fe87_122_i7.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",2,2,1,2,,가을
술아 순곡주,술아 순곡주,https://terms.naver.com/entry.naver?docId=5681204&cid=58637&categoryId=58651,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013072352754_QE6D7J1T8.png/fe87_324_i8.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 5}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 5}]",5,3,2,5,,겨울
미르25,미르25,https://terms.naver.com/entry.naver?docId=3551585&cid=58637&categoryId=58651,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170116183825480_EAMKAN3FU.jpg/fe87_101_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",2,1,1,3,,가을
유기농이도 14,유기농 이도14,https://terms.naver.com/entry.naver?docId=6036277&cid=58637&categoryId=58653,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824171620571_T6YHS9JA4.png/fe87_438_i9.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",3,3,3,2,,봄
시나브로 청수 화이트,시나브로 화이트와인,https://terms.naver.com/entry.naver?docId=6040781&cid=58637&categoryId=58653,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824172656145_SGJ6Z82ST.png/fe87_442_i9.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 4}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 4}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 4}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",4,4,4,3,,여름
월매 쌀막걸리(캔),월매 쌀막걸리,https://terms.naver.com/entry.naver?docId=5681149&cid=58637&categoryId=58653,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181012224252743_W9LZAPCXY.png/fe87_252_i10.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 1}]",2,2,3,1,,가을
샤토미소 영동,샤토미소 영동,https://terms.naver.com/entry.naver?docId=5804462&cid=58637&categoryId=58653,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726145602009_3KQMHIFOB.png/fe87_352_i10.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""향"", ""label_en"": ""aroma"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 4}, {""label_ko"": ""목넘김"", ""label_en"": ""other"", ""value"": 2}]",,,,4,,가을
희양산 막걸리 9도,희양산막걸리 9%,https://terms.naver.com/entry.naver?docId=6040716&cid=58637&categoryId=58657,https://dbscthumb-phinf.pstatic.net/4776_000_3/20200824203705547_XZ9Q6EYNW.png/fe87_511_i8.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",2,3,2,3,,가을
명인 안동소주 22%,명인 안동소주 22도,https://terms.naver.com/entry.naver?docId=3595266&cid=58637&categoryId=58657,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522162555588_A30DELINC.jpg/fe87_161_i6.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""향기"", ""label_en"": ""aroma"", ""value"": 1}, {""label_ko"": ""맛"", ""label_en"": ""sweetness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",1,,,2,,가을
두레앙 일반증류주,두레앙일반증류주,https://terms.naver.com/entry.naver?docId=6743417&cid=58637&categoryId=58654,https://dbscthumb-phinf.pstatic.net/4776_000_3/20241212125301622_PTRFK9E6N.jpg/fe87_704_i4.jpg?type=w492_fst&wm=N,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 4}]",1,,1,2,4,가을
오희 스파클링 막걸리,오희 스파클링 막걸리,https://terms.naver.com/entry.naver?docId=5681202&cid=58637&categoryId=58657,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013075233717_MPUBQ4SGU.png/fe87_328_i11.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 1}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",1,3,3,2,,가을
예밀와인 레드 드라이,예밀와인 레드 드라이,https://terms.naver.com/entry.naver?docId=5804465&cid=58637&categoryId=58652,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726151551294_PAOA4VYSP.png/fe87_359_i11.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 1}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",1,1,2,3,,가을
샤토미소 로제스위트와인,샤토미소 로제스위트,https://terms.naver.com/entry.naver?docId=5687157&cid=58637&categoryId=58653,,"[{""label_ko"": ""향"", ""label_en"": ""aroma"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 4}, {""label_ko"": ""목넘김"", ""label_en"": ""other"", ""value"": 2}]",,,,4,,가을
백운복분자주,백운 복분자주,https://terms.naver.com/entry.naver?docId=3595280&cid=58637&categoryId=58656,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522175033962_MGE4DWYNW.jpg/fe87_175_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",3,2,2,2,,가을
도깨비술 11,도깨비술 11%,https://terms.naver.com/entry.naver?docId=6040708&cid=58637&categoryId=58653,https://dbscthumb-phinf.pstatic.net/4776_000_3/20200824205221495_JYLZWLAEY.png/fe87_518_i11.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 4}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 4}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 5}]",4,4,3,5,,겨울
고창선운산 땡큐복분자주,고창선운산 땡큐복분자주,https://terms.naver.com/entry.naver?docId=5681153&cid=58637&categoryId=58655,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013002942827_HX3W37113.png/fe87_267_i8.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",3,1,3,2,,봄
바람의 노래,바람의노래,https://terms.naver.com/entry.naver?docId=6743397&cid=58637&categoryId=58652,https://dbscthumb-phinf.pstatic.net/4776_000_3/20250117151930345_MS1Z40IBK.jpg/fe87_658_i8.jpg?type=w492_fst&wm=N,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 4}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 2}]",2,4,2,3,2,가을
우렁이쌀 손 막걸리,우렁이쌀 손 막걸리,https://terms.naver.com/entry.naver?docId=3551538&cid=58637&categoryId=58654,https://dbscthumb-phinf.pstatic.net/4776_000_3/20230323155935054_W15XS7AQG.jpg/fe87_054_i11.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 1}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 3}]",2,3,2,1,3,가을
대윤 가야곡 왕주,대윤 가야곡 왕주,https://terms.naver.com/entry.naver?docId=3595249&cid=58637&categoryId=58654,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522145034440_OWYMZ3RF8.jpg/fe87_144_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",2,2,1,3,,가을
백이주,백이주,https://terms.naver.com/entry.naver?docId=6598728&cid=58637&categoryId=58657,https://dbscthumb-phinf.pstatic.net/4776_000_3/20220323114313045_LGOWFWX1N.png/fe87_533_i11.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",3,3,1,3,,가을
예밀와인 레드 스위트,예밀와인 레드 스위트,https://terms.naver.com/entry.naver?docId=5804475&cid=58637&categoryId=58652,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726151837867_OXTNFQHJ8.png/fe87_360_i11.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 4}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",4,1,2,3,,가을
추사40,추사40,https://terms.naver.com/entry.naver?docId=5681205&cid=58637&categoryId=58654,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013074445274_MIQDWGZGM.png/fe87_327_i9.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""향"", ""label_en"": ""aroma"", ""value"": 5}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}, {""label_ko"": ""목넘김"", ""label_en"": ""other"", ""value"": 1}]",,,,3,,가을
비긴나인틴,비긴나인틴,https://terms.naver.com/entry.naver?docId=6743410&cid=58637&categoryId=58657,https://dbscthumb-phinf.pstatic.net/4776_000_3/20241211154639489_61ACONUSE.jpg/fe87_666_i5.jpg?type=w492_fst&wm=N,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 1}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 4}]",3,1,1,1,4,가을
풍정사계 추(秋),풍정사계 추(秋),https://terms.naver.com/entry.naver?docId=3595323&cid=58637&categoryId=58653,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522224021684_16SWGHN5Q.jpg/fe87_218_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 1}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",1,2,1,2,,가을
남산애 포트와인,남산애 포트와인,https://terms.naver.com/entry.naver?docId=5804512&cid=58637&categoryId=58657,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726161338495_SN1Y7SYGA.png/fe87_380_i12.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",3,3,2,3,,가을
녹천 소곡화주 480ml,녹천 소곡화주 480ml,https://terms.naver.com/entry.naver?docId=3595241&cid=58637&categoryId=58654,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522140153982_QUUP03R5O.jpg/fe87_136_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""향기"", ""label_en"": ""aroma"", ""value"": 3}, {""label_ko"": ""맛"", ""label_en"": ""flavor"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 4}]",,,,4,,가을
시향가 프리미엄,시향가 프리미엄,https://terms.naver.com/entry.naver?docId=6743395&cid=58637&categoryId=58656,https://dbscthumb-phinf.pstatic.net/4776_000_3/20241211180353778_LDNQA1GDO.jpg/fe87_683_i6.jpg?type=w492_fst&wm=N,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 4}]",3,1,1,2,4,가을
독수리막걸리,독수리 막걸리,https://terms.naver.com/entry.naver?docId=6743419&cid=58637&categoryId=58648,https://dbscthumb-phinf.pstatic.net/4776_000_3/20241212123455028_0W3G5GKLJ.jpg/fe87_702_i3.jpg?type=w492_fst&wm=N,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 4}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 4}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 4}]",4,4,2,3,4,가을
컨츄리 산머루 스위트,컨츄리 산머루 와인 (스위트),https://terms.naver.com/entry.naver?docId=3551516&cid=58637&categoryId=58653,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113195603179_7LUKTPOI7.jpg/fe87_032_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}, {""label_ko"": ""목넘김"", ""label_en"": ""other"", ""value"": 2}]",2,3,,2,,가을
모든날에,모든날에,https://terms.naver.com/entry.naver?docId=6743394&cid=58637&categoryId=58652,https://dbscthumb-phinf.pstatic.net/4776_000_3/20241211181105546_CP8S4HX11.jpg/fe87_684_i6.jpg?type=w492_fst&wm=N,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 4}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 3}]",3,4,3,3,3,봄
원매 프리미엄,원매 프리미엄,https://terms.naver.com/entry.naver?docId=3595251&cid=58637&categoryId=58644,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522150046126_MSQZDBK7L.jpg/fe87_146_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""향기"", ""label_en"": ""aroma"", ""value"": 3}, {""label_ko"": ""맛"", ""label_en"": ""flavor"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 4}]",,,,4,,가을
백자주,백자주,https://terms.naver.com/entry.naver?docId=5681224&cid=58637&categoryId=58652,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013053422891_W6FZ49VQC.png/fe87_308_i8.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",3,3,2,3,,가을
병영소주,병영소주,https://terms.naver.com/entry.naver?docId=3551510&cid=58637&categoryId=58656,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113195408819_A2BOSPEE1.jpg/fe87_026_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",3,1,3,2,,봄
