name,entry_name,source_url,graph_src,axes_json,sweetness,sourness,freshness,body,balance,season
뱅꼬레 아이스와인,뱅꼬레 아이스와인,https://terms.naver.com/entry.naver?docId=5681192&cid=58637&categoryId=58657,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181012213338165_N9O0QUMOD.png/fe87_245_i11.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 5}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 4}]",5,2,2,4,,겨울
매실 막걸리,매실 막걸리,https://terms.naver.com/entry.naver?docId=3595282&cid=58637&categoryId=58656,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522180452289_62H74AYRV.jpg/fe87_177_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 4}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 1}]",4,2,1,1,,가을
머루드서 스위트,머르드 서 스위트,https://terms.naver.com/entry.naver?docId=6040722&cid=58637&categoryId=58651,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824185134368_Y3ZTNYTZL.png/fe87_474_i11.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 4}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 4}]",4,3,3,4,,겨울
겨울소주45,겨울소주 45,https://terms.naver.com/entry.naver?docId=6743362&cid=58637&categoryId=58654,https://dbscthumb-phinf.pstatic.net/4776_000_3/20241209154515254_QE2CI22I8.jpg/fe87_636_i6.jpg?type=w492_fst&wm=N,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 1}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 3}]",1,1,1,3,3,가을
김포 막걸리,김포 막걸리,https://terms.naver.com/entry.naver?docId=5681229&cid=58637&categoryId=58651,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013051430975_BEGI2LHSH.png/fe87_305_i7.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 1}]",2,2,3,1,,가을
샤토미소 레드 스위트,샤토미소 스위트,https://terms.naver.com/entry.naver?docId=3551520&cid=58637&categoryId=58653,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113195747797_W9A7H0RH1.jpg/fe87_036_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}, {""label_ko"": ""목넘김"", ""label_en"": ""other"", ""value"": 2}]",3,1,,3,,가을
연천우주 38,연천우주38,https://terms.naver.com/entry.naver?docId=6743390&cid=58637&categoryId=58651,https://dbscthumb-phinf.pstatic.net/4776_000_3/20241211183432490_6KZQ3UD23.jpg/fe87_688_i5.jpg?type=w492_fst&wm=N,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 4}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 3}]",3,1,2,4,3,겨울
삼양춘 청주,삼양춘 청주,https://terms.naver.com/entry.naver?docId=6040730&cid=58637&categoryId=58646,https://dbscthumb-phinf.pstatic.net/4776_000_3/20200824211358644_LXB6MRHBF.png/fe87_526_i12.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 4}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",3,4,2,3,,가을
끌로너와 머루 스위트,끌로너와 스위트,https://terms.naver.com/entry.naver?docId=6743420&cid=58637&categoryId=58652,https://dbscthumb-phinf.pstatic.net/4776_000_3/20241212123006300_ASDAXUVU7.jpg/fe87_701_i3.jpg?type=w492_fst&wm=N,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 4}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 4}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 4}]",2,4,3,4,4,가을
그랑꼬또 청수,그랑꼬또 청수,https://terms.naver.com/entry.naver?docId=3595228&cid=58637&categoryId=58651,https://dbscthumb-phinf.pstatic.net/4776_000_3/20230323160237749_8N3I1SPMT.jpg/fe87_123_i7.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 4}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 4}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 4}]",2,4,4,3,4,여름
선운산 복분자주 프리미엄,선운산 복분자주 프리미엄,https://terms.naver.com/entry.naver?docId=5804422&cid=58637&categoryId=58655,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190729172630434_VX1C3I523.png/fe87_338_i8.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 4}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",4,3,3,2,,봄
한산예담은 한산소곡화주,예담은 한산소곡화주,https://terms.naver.com/entry.naver?docId=3595316&cid=58637&categoryId=58654,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522215022025_ZJWIC7NO0.jpg/fe87_211_i9.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""향기"", ""label_en"": ""aroma"", ""value"": 2}, {""label_ko"": ""맛"", ""label_en"": ""flavor"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",,,,3,,가을
소주다움27,소주다움27,https://terms.naver.com/entry.naver?docId=6743380&cid=58637&categoryId=58651,https://dbscthumb-phinf.pstatic.net/4776_000_3/20241211171818458_4E0FN1G79.jpg/fe87_677_i5.jpg?type=w492_fst&wm=N,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 1}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 5}]",1,1,1,2,5,가을
니모메,니모메,https://terms.naver.com/entry.naver?docId=5681150&cid=58637&categoryId=58659,https://dbscthumb-phinf.pstatic.net/4776_000_3/20230323160320285_U43TAJA7W.jpg/fe87_253_i14.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 4}]",3,3,1,3,4,가을
입장탁주,입장탁주,https://terms.naver.com/entry.naver?docId=3595312&cid=58637&categoryId=58654,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522212114908_NBH86INB2.jpg/fe87_207_i7.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",2,2,2,2,,가을
모월 연,모월 연,https://terms.naver.com/entry.naver?docId=6040785&cid=58637&categoryId=58652,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824194445941_FU2ZZQWL5.png/fe87_493_i10.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 1}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",1,3,2,2,,가을
옛날막걸리 古,옛날 막걸리 古,https://terms.naver.com/entry.naver?docId=3583672&cid=58637&categoryId=58652,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170424210742354_FWUDVVSTG.jpg/fe87_105_i7.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",2,2,1,2,,가을
오디랑,오디랑,https://terms.naver.com/entry.naver?docId=3583670&cid=58637&categoryId=58655,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170424210628884_6LRHH21RE.jpg/fe87_103_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 1}, {""label_ko"": ""목넘김"", ""label_en"": ""other"", ""value"": 3}]",3,1,,1,,가을
편백숲산소막걸리,편백숲 산소막걸리,https://terms.naver.com/entry.naver?docId=6040763&cid=58637&categoryId=58656,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824183632800_X0QY3OMCR.png/fe87_469_i8.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",3,3,3,3,,봄
다랭이팜 유자 막걸리,다랭이팜 유자 막걸리,https://terms.naver.com/entry.naver?docId=3551535&cid=58637&categoryId=58658,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113200456603_OOR2AJLHL.jpg/fe87_051_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 1}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 5}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",1,5,2,2,,가을
뱅꼬레 로제와인,뱅꼬레 로제와인,https://terms.naver.com/entry.naver?docId=5681194&cid=58637&categoryId=58657,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181012211103981_YGEHYP7WA.png/fe87_243_i11.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 4}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",4,3,3,2,,봄
"코이버펑크, 카베르네 소비뇽 2019","코이버펑크, 카베르네 소비뇽",https://terms.naver.com/entry.naver?docId=6598719&cid=58637&categoryId=58657,https://dbscthumb-phinf.pstatic.net/4776_000_3/20220323120727641_879PRYTT4.png/fe87_548_i6.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 1}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",1,2,2,3,,가을
베베마루 캠밸로제,베베마루 캠벨로제,https://terms.naver.com/entry.naver?docId=3595307&cid=58637&categoryId=58653,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522204455769_AYFZD4OB1.jpg/fe87_202_i10.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",3,1,1,3,,가을
안양동동주,안양 동동주,https://terms.naver.com/entry.naver?docId=6040744&cid=58637&categoryId=58656,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824181020156_BEYM673BM.png/fe87_459_i9.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",3,3,3,3,,봄
시나브로 드 글로리아,시나브로 드 글로리아,https://terms.naver.com/entry.naver?docId=5804468&cid=58637&categoryId=58653,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726150600788_WTF8FVR4I.png/fe87_356_i7.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",3,3,2,2,,가을
담솔,담솔,https://terms.naver.com/entry.naver?docId=3551509&cid=58637&categoryId=58658,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113195325350_IO7QCR3A6.jpg/fe87_025_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",3,1,3,3,,봄
청산녹수 딸기막걸리,청산녹수 꿀막걸리,https://terms.naver.com/entry.naver?docId=5681185&cid=58637&categoryId=58656,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181012195619462_1CAU6T26T.png/fe87_235_i8.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 1}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 4}]",1,2,3,4,,가을
나루 생 막걸리 11.5도,나루 생막걸리 11.5,https://terms.naver.com/entry.naver?docId=6743411&cid=58637&categoryId=58644,https://dbscthumb-phinf.pstatic.net/4776_000_3/20241211153725956_08XY0FZXI.jpg/fe87_665_i6.jpg?type=w492_fst&wm=N,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 5}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 4}, {""label_ko"": ""균형감"", ""label_en"": ""balance"", ""value"": 2}]",5,2,1,4,2,겨울
천안연미주,천안 연미주,https://terms.naver.com/entry.naver?docId=3595313&cid=58637&categoryId=58654,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522212548769_CG40MBTW2.jpg/fe87_208_i7.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 4}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",2,3,4,2,,여름
혼디주,혼디주,https://terms.naver.com/entry.naver?docId=5804508&cid=58637&categoryId=58659,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726162347685_0FXFF4R04.png/fe87_384_i11.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 4}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",4,3,3,2,,봄
신례명주,신례명주,https://terms.naver.com/entry.naver?docId=5804507&cid=58637&categoryId=58659,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726162654510_OFHUAGVID.png/fe87_385_i11.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""향"", ""label_en"": ""aroma"", ""value"": 4}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 4}, {""label_ko"": ""목넘김"", ""label_en"": ""other"", ""value"": 2}]",,,,4,,가을
죽력고25,죽력고,https://terms.naver.com/entry.naver?docId=5681214&cid=58637&categoryId=58655,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013063022585_IJBCJVSLW.png/fe87_316_i7.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""향"", ""label_en"": ""aroma"", ""value"": 4}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}, {""label_ko"": ""목넘김"", ""label_en"": ""other"", ""value"": 2}]",,,,3,,가을
진쾌남,진쾌남,https://terms.naver.com/entry.naver?docId=5681173&cid=58637&categoryId=58654,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013030606505_V70Y6CKSJ.png/fe87_287_i9.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""향"", ""label_en"": ""aroma"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}, {""label_ko"": ""목넘김"", ""label_en"": ""other"", ""value"": 4}]",,,,3,,가을
뱅꼬레 레드와인,뱅꼬레 레드와인,https://terms.naver.com/entry.naver?docId=5681199&cid=58637&categoryId=58657,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181012210050001_WQPSPGYMQ.png/fe87_242_i11.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 4}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",3,4,2,2,,가을
감악산 산머루주,감악산 머루주,https://terms.naver.com/entry.naver?docId=6040721&cid=58637&categoryId=58651,https://dbscthumb-phinf.pstatic.net/4776_000_2/20200824185432067_3HD3W4O27.png/fe87_475_i11.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 4}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 4}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",4,4,3,3,,봄
천마이야기 막걸리,천마 이야기 막걸리,https://terms.naver.com/entry.naver?docId=3595283&cid=58637&categoryId=58655,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522181119499_W9215I4BM.jpg/fe87_178_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 1}]",2,2,2,1,,가을
병영설성 생막걸리,병영설성 생막걸리,https://terms.naver.com/entry.naver?docId=5804473&cid=58637&categoryId=58656,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726152410995_X48LO03TO.png/fe87_362_i10.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",3,2,2,2,,가을
예밀와인 로제,예밀와인 로제,https://terms.naver.com/entry.naver?docId=5804474&cid=58637&categoryId=58652,https://dbscthumb-phinf.pstatic.net/4776_000_2/20190726152151548_3ME8T123G.png/fe87_361_i10.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단맛"", ""label_en"": ""sweetness"", ""value"": 4}, {""label_ko"": ""신맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",4,1,2,3,,가을
솔송주,솔송주,https://terms.naver.com/entry.naver?docId=5687152&cid=58637&categoryId=58658,,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}, {""label_ko"": ""목넘김"", ""label_en"": ""other"", ""value"": 3}]",2,1,,3,,가을
녹천 소곡화주 500ml,녹천 소곡화주 500ml,https://terms.naver.com/entry.naver?docId=3595242&cid=58637&categoryId=58654,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522140813432_5CRZ61889.jpg/fe87_137_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""향기"", ""label_en"": ""aroma"", ""value"": 3}, {""label_ko"": ""맛"", ""label_en"": ""flavor"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",,,,3,,가을
안성맞춤 생막걸리,안성마춤 생막걸리,https://terms.naver.com/entry.naver?docId=5681218&cid=58637&categoryId=58651,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013060201133_RW9ZIHO3G.png/fe87_312_i7.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",3,2,3,2,,봄
천매,천매,https://terms.naver.com/entry.naver?docId=3595252&cid=58637&categoryId=58644,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522150608401_USUG0VV2Y.jpg/fe87_147_i9.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""향기"", ""label_en"": ""aroma"", ""value"": 3}, {""label_ko"": ""맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 4}]",2,,,4,,가을
왕율주,왕율주,https://terms.naver.com/entry.naver?docId=5681178&cid=58637&categoryId=58654,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013025710881_KDQN0YMPS.png/fe87_286_i9.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""향"", ""label_en"": ""aroma"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}, {""label_ko"": ""목넘김"", ""label_en"": ""other"", ""value"": 3}]",,,,3,,가을
만강에 비친 달,만강에 비친 달,https://terms.naver.com/entry.naver?docId=3551533&cid=58637&categoryId=58652,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170113200409165_XTH7LY2G2.jpg/fe87_049_i9.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 3}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 3}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",2,3,3,3,,가을
다래와인 7004S,다래와인 7004S,https://terms.naver.com/entry.naver?docId=3595326&cid=58637&categoryId=58658,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522225508632_6E5I3NAM7.jpg/fe87_221_i8.jpg?type=w492_fst_n&wm=Y,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 2}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}]",2,2,1,2,,가을
서울의 밤,서울의 밤,https://terms.naver.com/entry.naver?docId=5681154&cid=58637&categoryId=58644,https://dbscthumb-phinf.pstatic.net/4776_000_1/20181013002354272_V6JBJNMNE.png/fe87_266_i8.png?type=w492_fst_n&wm=Y,"[{""label_ko"": ""향"", ""label_en"": ""aroma"", ""value"": 4}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 2}, {""label_ko"": ""목넘김"", ""label_en"": ""other"", ""value"": 1}]",,,,2,,가을
황진이주,황진이주,https://terms.naver.com/entry.naver?docId=5687156&cid=58637&categoryId=58655,,"[{""label_ko"": ""단 맛"", ""label_en"": ""sweetness"", ""value"": 3}, {""label_ko"": ""신 맛"", ""label_en"": ""sourness"", ""value"": 2}, {""label_ko"": ""청량감"", ""label_en"": ""freshness"", ""value"": 1}, {""label_ko"": ""바디감"", ""label_en"": ""body"", ""value"": 3}]",3,2,1,3,,가을
